id,institution,rank,city,state,website,institution_level,private,graduate_offering,urbanization_degree,distance_education_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location
517,The University of Tampa,150,Tampa,Florida,www.ut.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,40,50,Required,Considered,Required,24886,13815,55.51,2069,14.98,550,620,540,610,22,27,22,27,20,26,28802,2082,28802,2082,30884,30884,"401 W Kennedy Blvd, Tampa, Florida 33606-1490",3492,"(27.9456906, -82.4656115)"
222,Hawaii Pacific University,150,Honolulu,Hawaii,www.hpu.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,30,Recommended,Considered,Recommended,8296,6753,81.4,538,7.97,480,570,490,590,17,24,16,24,16,24,28800,500,28800,500,29300,29300,"1 Aloha Tower Drive, Honolulu, Hawaii 96813",3427,"(21.30715377219192, -157.86219640825198)"
703,Viterbo University,150,La Crosse,Wisconsin,www4.viterbo.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,41,Recommended,Considered,Recommended,1325,1050,79.25,301,28.67,520,600,480,570,20,25,18,25,18,25,28660,690,28660,690,29350,29350,"900 Viterbo Drive, La Crosse, Wisconsin 54601-8804",10183,"(43.80321685, -91.24456321805924)"
81,Canisius College,150,Buffalo,New York,www.canisius.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,63,Recommended,Considered,Required,3453,2625,76.02,415,15.81,520,620,520,620,21,27,0,0,0,0,28630,1600,28630,1600,30230,30230,"2001 Main Street, Buffalo, New York 14208-1098",3402,"(42.92482775, -78.85333028293863)"
752,Young Harris College,150,Young Harris,Georgia,www.yhc.edu/,Four or more years,TRUE,TRUE,Rural,TRUE,0,0,30,Not Required,Considered,Required,2216,1441,65.03,334,23.18,480,590,450,570,17,26,15,23,16,24,28612,1055,28612,1055,29667,29667,"1 College Street, Young Harris, Georgia 30582",10383,"(34.9357023, -83.84596813095078)"
477,St. Joseph's College-New York,150,Brooklyn,New York,www.sjcny.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,60,Required,Required,Required,4654,3289,70.67,666,20.25,510,600,510,600,22,26,21,26,20,26,28590,610,28590,610,29200,29200,"245 Clinton Ave, Brooklyn, New York 11205-3688",9925,"(40.6905497037037, -73.96818611111111)"
305,McMurry University,150,Abilene,Texas,ww2.mcm.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,35,26,Recommended,Considered,Required,1798,852,47.39,227,26.64,470,580,470,550,18,22,15,21,17,22,28530,300,28530,300,28830,28830,"Sayles Blvd, Abilene, Texas 79697",9975,"(32.4284383, -99.7479548)"
712,Webster University,150,Saint Louis,Missouri,www.webster.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,46,Considered,Considered,Required,2901,1541,53.12,409,26.54,548,650,530,610,20,27,20,29,17,26,28500,200,28500,200,28700,28700,"470 E Lockwood Ave., Saint Louis, Missouri 63119-3194",3476,"(38.58878755, -90.3443640786455)"
391,Patrick Henry College,150,Purcellville,Virginia,www.phc.edu/,Four or more years,TRUE,FALSE,Town,TRUE,40,0,0,Considered,Required,Considered,177,156,88.14,82,52.56,650,720,570,660,25,31,28,35,21,28,28400,0,28400,0,28400,28400,"10 Patrick Henry Circle, Purcellville, Virginia 20132",35920,"(39.13940928571429, -77.69038136734693)"
225,Hillsdale College,150,Hillsdale,Michigan,www.hillsdale.edu/,Four or more years,TRUE,TRUE,Town,FALSE,35,25,79,Required,Considered,Considered,1993,727,36.48,341,46.91,650,740,640,723,29,33,31,35,26,31,28170,1312,28170,1312,29482,29482,"33 E College St, Hillsdale, Michigan 49242",36189,"(41.931349325, -84.63297689999999)"
376,Oklahoma City University,150,Oklahoma City,Oklahoma,www.okcu.edu/,Four or more years,TRUE,TRUE,City,TRUE,55,60,53,Required,Required,Required,1714,1253,73.1,326,26.02,550,650,530,613,22,29,22,31,19,27,28094,4650,28094,4650,32744,32744,"2501 N Blackwelder, Oklahoma City, Oklahoma 73106-1402",3460,"(35.494417, -97.538934)"
366,Northwood University,150,Midland,Michigan,www.northwood.edu/,Four or more years,TRUE,TRUE,City,TRUE,30,50,41,Recommended,Required,Required,1056,811,76.8,266,32.8,490,590,500,590,19,25,17,24,19,25,28020,1460,28020,1460,29480,29480,"4000 Whiting Dr, Midland, Michigan 48640-2398",8893,"(43.631153499999996, -84.27681755477265)"
385,Ottawa University-Surprise,150,Surprise,Arizona,www.ottawa.edu/ouaz/home/,Four or more years,TRUE,TRUE,Suburb,TRUE,50,75,0,Considered,Required,Required,1185,336,28.35,260,77.38,510,511,460,480,18,29,17,34,18,25,28000,3000,28000,3000,31000,31000,"15950 N. Civic Center Plaza, Surprise, Arizona 85374",10951,"(33.6308845, -112.3679894)"
155,D'Youville College,150,Buffalo,New York,www.dyc.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,25,Considered,Considered,Required,1772,1472,83.07,262,17.8,480,570,480,580,19,24,17,23,19,24,27986,900,27986,900,28886,28886,"320 Porter Ave, Buffalo, New York 14201-1084",3402,"(42.9022105454416, -78.89056809024052)"
328,Missouri Baptist University,150,Saint Louis,Missouri,www.mobap.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,35,35,24,Required,Required,Required,765,496,64.84,249,50.2,430,540,410,510,18,23,17,23,16,23,27946,1414,27946,1414,29360,29360,"One College Park Dr, Saint Louis, Missouri 63141-8698",3476,"(38.64154085, -90.46214467715788)"
374,Oklahoma Baptist University,150,Shawnee,Oklahoma,www.okbu.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,0,41,Not Required,Required,Required,3269,1903,58.21,419,22.02,500,610,500,600,20,26,20,26,18,25,27912,3440,27912,3440,31352,31352,"500 W University, Shawnee, Oklahoma 74804",11188,"(35.3600676, -96.9305889)"
98,Charleston Southern University,150,Charleston,South Carolina,www.charlestonsouthern.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,29,Not Required,Required,Required,4953,2664,53.79,604,22.67,500,600,490,570,19,24,19,24,17,24,27800,300,27800,300,28100,28100,"9200 University Blvd, Charleston, South Carolina 29406-9121",8539,"(32.9820743, -80.0723095)"
695,VanderCook College of Music,150,Chicago,Illinois,www.vandercook.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,50,30,Required,Considered,Required,21,21,100,9,42.86,445,570,445,590,15,20,23,24,21,22,27670,2130,27670,2130,29800,29800,"3140 South Federal Street, Chicago, Illinois 60616-3731",3405,"(41.84155659981788, -87.62933444994879)"
19,Arizona Christian University,150,Glendale,Arizona,arizonachristian.edu/,Four or more years,TRUE,FALSE,Suburb,TRUE,0,0,45,Considered,Required,Required,778,556,71.47,282,50.72,476,570,460,550,17,22,15,22,16,23,27500,1750,27500,1750,29250,29250,"1 W. Firestorm Way, Glendale, Arizona 85306-3216",35589,"(33.6208006, -112.18090584667814)"
378,Oklahoma Wesleyan University,150,Bartlesville,Oklahoma,www.okwu.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,50,31,Not Required,Required,Required,2376,1964,82.66,168,8.55,450,580,480,560,18,23,16,22,16,23,27424,1500,27424,1500,28924,28924,"2201 Silver Lake Rd, Bartlesville, Oklahoma 74006-6299",33911,"(36.71715245, -95.95628267503751)"
258,Kentucky Wesleyan College,150,Owensboro,Kentucky,kwc.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,34,Not Required,Required,Required,1771,1066,60.19,236,22.14,460,540,450,550,18,25,17,25,17,24,27320,1220,27320,1220,28540,28540,"3000 Frederica Street, Owensboro, Kentucky 42301",9294,"(37.744942, -87.115575)"
189,Fontbonne University,150,Saint Louis,Missouri,www.fontbonne.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,51,Recommended,Required,Required,717,612,85.36,174,28.43,0,0,0,0,17,23,16,23,16,23,27290,500,27290,500,27790,27790,"6800 Wydown Blvd, Saint Louis, Missouri 63105-3098",3476,"(38.643131505050505, -90.31550973737373)"
714,Wesley College,150,Dover,Delaware,www.wesley.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,19,Not Required,Required,Recommended,1594,934,58.59,151,16.17,410,530,410,520,14,18,12,15,14,15,26934,350,26934,350,27284,27284,"120 N State St, Dover, Delaware 19901-3875",12441,"(39.16328802040816, -75.52647328571429)"
337,Mount Marty University,150,Yankton,South Dakota,www.mountmarty.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,35,41,Not Required,Required,Recommended,737,578,78.43,160,27.68,0,0,0,0,17,22,15,23,16,23,26926,2210,26926,2210,29136,29136,"1105 W. 8th Street, Yankton, South Dakota 57078-3724",35983,"(42.872993199999996, -97.41017806162037)"
97,Chaminade University of Honolulu,150,Honolulu,Hawaii,www.chaminade.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,40,41,Recommended,Considered,Required,1714,1525,88.97,276,18.1,500,580,460,560,18,23,17,22,17,24,26800,114,26800,114,26914,26914,"3140 Waialae Avenue, Honolulu, Hawaii 96816-1578",3427,"(21.288007, -157.809105)"
265,Lancaster Bible College,150,Lancaster,Pennsylvania,www.lbc.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,25,40,45,Required,Considered,Required,301,291,96.68,164,56.36,490,620,490,580,18,22,16,21,17,25,26690,680,26690,680,27370,27370,"901 Eden Rd, Lancaster, Pennsylvania 17601-5036",7696,"(40.0752884, -76.28808851521957)"
41,Belhaven University,150,Jackson,Mississippi,www.belhaven.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,34,Recommended,Considered,Required,2380,1179,49.54,284,24.09,510,595,485,540,19,23,18,25,19,21,26650,375,26650,375,27025,27025,"1500 Peachtree St, Jackson, Mississippi 39202",3434,"(32.320139100000006, -90.1690571965284)"
212,Grace College and Theological Seminary,150,Winona Lake,Indiana,www.grace.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,0,56,Required,Considered,Required,3984,2974,74.65,424,14.26,500,620,520,610,20,26,21,29,18,26,26532,900,26532,900,27432,27432,"200 Seminary Dr, Winona Lake, Indiana 46590-1274",37838,"(41.22545905395398, -85.81569633950421)"
460,Southeastern University,150,Lakeland,Florida,www.seu.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,50,26,Required,Considered,Required,5689,2427,42.66,1267,52.2,490,600,470,570,19,24,18,25,17,24,26520,1000,26520,1000,27520,27520,"1000 Longfellow Blvd, Lakeland, Florida 33801-6034",11186,"(28.03048365, -81.91800905687728)"
232,Howard University,83,Washington,District of Columbia,www.howard.edu/,Four or more years,TRUE,TRUE,City,TRUE,45,75,46,Required,Required,Required,24325,9398,38.64,2360,25.11,580,640,550,620,22,26,22,28,20,26,26464,1976,26464,1976,28440,28440,"2400 Sixth St NW, Washington, District of Columbia 20059",3497,"(38.921897200000004, -77.0195931491908)"
646,University of Providence,150,Great Falls,Montana,www.uprovidence.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,28,Not Required,Required,Required,272,268,98.53,149,55.6,470,530,360,480,16,23,14,21,16,24,26462,200,26462,200,26662,26662,"1301 20th St S, Great Falls, Montana 59405-4996",10938,"(47.49075431620266, -111.273186)"
233,Huntingdon College,150,Montgomery,Alabama,www.huntingdon.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,32,Recommended,Required,Required,2129,1158,54.39,220,19,503,590,500,568,19,24,19,25,17,24,26400,1500,26400,1500,27900,27900,"1500 East Fairview Avenue, Montgomery, Alabama 36106-2148",3453,"(32.351973, -86.285173)"
738,Wilmington College,150,Wilmington,Ohio,www.wilmington.edu/,Four or more years,TRUE,FALSE,Town,TRUE,0,0,44,Recommended,Required,Considered,1558,1133,72.72,308,27.18,480,570,470,600,18,24,16,23,17,24,26400,1000,26400,1000,27400,27400,"1870 Quaker Way, Wilmington, Ohio 45177",35154,"(39.441677, -83.81731600752089)"
132,Cornerstone University,150,Grand Rapids,Michigan,www.cornerstone.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,47,Considered,Required,Required,1964,1708,86.97,280,16.39,580,590,460,470,19,26,18,25,18,26,26250,0,26250,0,26250,26250,"1001 E Beltline Ave NE, Grand Rapids, Michigan 49525-5897",3423,"(42.980889149999996, -85.59574235212932)"
250,John Paul the Great Catholic University,150,Escondido,California,jpcatholic.edu/,Four or more years,TRUE,FALSE,Suburb,FALSE,50,0,59,Not Required,Required,Not Required,310,238,76.77,73,30.67,528,613,478,560,18,27,18,31,16,25,26100,1000,26100,1000,27100,27100,"155 W. Grand Ave, Escondido, California 92025",34924,"(33.121214711458386, -117.08217073040993)"
531,Trevecca Nazarene University,150,Nashville,Tennessee,www.trevecca.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,43,Recommended,Required,Required,1461,918,62.83,350,38.13,530,640,510,613,20,25,20,26,17,25,25998,900,25998,900,26898,26898,"333 Murfreesboro Rd, Nashville, Tennessee 37210",8029,"(36.1033778, -86.6666007)"
162,Eastern Nazarene College,150,Quincy,Massachusetts,www.enc.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,29,Considered,Considered,Required,1005,647,64.38,123,19.01,460,570,443,580,16,24,13,21,16,24,25952,1000,25952,1000,26952,26952,"23 E Elm Ave, Quincy, Massachusetts 02170-2999",36020,"(42.2715556, -71.010845864402)"
471,Spelman College,150,Atlanta,Georgia,www.spelman.edu/,Four or more years,TRUE,FALSE,City,FALSE,40,0,68,Required,Required,Required,9118,4794,52.58,576,12.02,540,620,510,580,20,25,20,25,17,24,25942,4030,25942,4030,29972,29972,"350 Spelman Lane SW, Atlanta, Georgia 30314-4399",3391,"(33.74544404185951, -84.40890210018527)"
470,Spalding University,150,Louisville,Kentucky,www.spalding.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,30,23,Not Required,Considered,Required,700,654,93.43,138,21.1,438,560,458,543,16,23,15,23,16,23,25800,175,25800,175,25975,25975,"901 S Fourth Street, Louisville, Kentucky 40203-2188",3443,"(47.6767068, -117.2612812)"
671,University of the Sciences,150,Philadelphia,Pennsylvania,www.usciences.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,72,Required,Required,Recommended,3129,2234,71.4,325,14.55,560,650,550,670,22,29,21,28,21,28,25800,1700,25800,1700,27500,27500,"600 South 43rd Street, Philadelphia, Pennsylvania 19104-4495",3465,"(39.948264, -75.209132)"
29,Aurora University,150,Aurora,Illinois,aurora.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,37,Considered,Required,Required,2965,2489,83.95,797,32.02,490,570,490,570,19,23,17,23,17,24,25600,0,25600,0,25600,25600,"347 S Gladstone Ave, Aurora, Illinois 60506-4892",8400,"(41.754829, -88.34950358637296)"
355,North Central University,150,Minneapolis,Minnesota,www.northcentral.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,0,38,Considered,Considered,Required,613,570,92.99,209,36.67,480,578,470,570,18,24,17,24,17,24,25430,850,25430,850,26280,26280,"910 Elliot Ave, Minneapolis, Minnesota 55404-1391",3450,"(44.969814309678114, -93.26115683096782)"
710,Waynesburg University,150,Waynesburg,Pennsylvania,www.waynesburg.edu/,Four or more years,TRUE,TRUE,Town,TRUE,20,0,60,Recommended,Required,Required,1584,1425,89.96,329,23.09,490,590,490,580,19,24,17,24,17,25,25430,1070,25430,1070,26500,26500,"51 W College St, Waynesburg, Pennsylvania 15370-1257",36304,"(39.89894012730296, -80.18461801807362)"
368,Nyack College,150,New York,New York,www.nyack.edu/consumerinfo,Four or more years,TRUE,TRUE,City,TRUE,25,40,33,Required,Required,Required,261,254,97.32,133,52.36,430,535,415,540,15,23,0,0,0,0,25000,500,25000,500,25500,25500,"2 Washington Street, New York, New York 10004",3455,"(42.113446, -77.934633)"
406,Randolph College,150,Lynchburg,Virginia,www.randolphcollege.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,53,Considered,Considered,Required,1335,1197,89.66,137,11.45,480,600,470,560,18,24,14,24,16,23,25000,610,25000,610,25610,25610,"2500 Rivermont Ave, Lynchburg, Virginia 24503-1555",10783,"(37.439266, -79.1892383)"
651,University of Saint Katherine,150,San Marcos,California,www.usk.edu/,Four or more years,TRUE,FALSE,Suburb,TRUE,50,0,0,Considered,Required,Required,58,37,63.79,32,86.49,480,550,520,560,17,24,17,23,18,25,24900,1800,24900,1800,26700,26700,"1637 Capalina Road, San Marcos, California 92069",39513,"(33.151236, -117.196611)"
495,Tennessee Wesleyan University,150,Athens,Tennessee,www.tnwesleyan.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,0,25,Considered,Required,Required,1039,633,60.92,194,30.65,420,530,430,530,19,25,17,25,19,26,24600,1250,24600,1250,25850,25850,"204 East College Street, Athens, Tennessee 37303",13723,"(35.44509837721595, -84.59240380352016)"
375,Oklahoma Christian University,150,Edmond,Oklahoma,www.oc.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,41,Recommended,Required,Required,2186,1338,61.21,359,26.83,500,630,520,620,20,27,20,29,18,26,24550,540,24550,540,25090,25090,"2501 E Memorial Rd, Edmond, Oklahoma 73013",34359,"(35.6091892, -97.4416699)"
61,Brescia University,150,Owensboro,Kentucky,www.brescia.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,50,24,Not Required,Considered,Required,2490,1191,47.83,156,13.1,482,540,503,545,19,25,18,25,17,24,24500,600,24500,600,25100,25100,"717 Frederica St, Owensboro, Kentucky 42301-3023",9294,"(37.769511427672654, -87.11296464455334)"
541,Union College,150,Schenectady,New York,www.ucollege.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,26,Considered,Required,Required,1292,1261,97.6,124,9.83,440,600,440,570,18,24,18,24,17,24,24240,1100,24240,1100,25340,25340,"3800 S 48th Street, Lincoln, Nebraska 68506",3439,"(40.774395850000005, -96.65160233181189)"
290,Lubbock Christian University,150,Lubbock,Texas,www.lcu.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,35,32,Not Required,Required,Required,373,360,96.51,280,77.78,490,593,480,570,19,25,17,25,17,25,24060,200,24060,200,24260,24260,"5601 19th Street, Lubbock, Texas 79407-2099",3444,"(33.5729649, -101.93543212353308)"
294,Madonna University,150,Livonia,Michigan,www.madonna.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,25,35,Considered,Considered,Required,1132,774,68.37,281,36.3,460,560,460,550,17,24,16,25,17,24,24000,0,24000,0,24000,24000,"36600 Schoolcraft Rd, Livonia, Michigan 48150-1176",12536,"(42.38233696787149, -83.40537417670683)"
715,Wesleyan College,150,Macon,Georgia,www.wesleyancollege.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,45,Considered,Considered,Required,1142,683,59.81,139,20.35,488,573,458,540,18,26,17,25,16,24,23990,1200,23990,1200,25190,25190,"4760 Forsyth Road, Macon, Georgia 31210-4462",7982,"(32.87468185, -83.71679389395865)"
261,Kuyper College,150,Grand Rapids,Michigan,www.kuyper.edu/,Four or more years,TRUE,TRUE,Suburb,FALSE,0,0,38,Not Required,Considered,Required,128,76,59.38,24,31.58,495,615,440,555,0,0,0,0,0,0,23970,0,23970,0,23970,23970,"3333 East Beltline Ave NE, Grand Rapids, Michigan 49525-9781",3423,"(43.02212035, -85.59221122689335)"
286,Lourdes University,150,Sylvania,Ohio,www.lourdes.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,21,Not Required,Considered,Required,992,772,77.82,182,23.58,430,530,420,550,17,23,15,22,16,24,23600,2044,23600,2044,25644,25644,"6832 Convent Blvd, Sylvania, Ohio 43560-2898",14040,"(41.708461143108444, -83.70563312805153)"
119,Columbia International University,150,Columbia,South Carolina,www.ciu.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,60,Not Required,Required,Required,448,227,50.67,172,75.77,480,590,460,560,17,24,17,24,16,22,23550,1100,23550,1100,24650,24650,"7435 Monticello Rd, Columbia, South Carolina 29203-1513",7608,"(34.08139315507619, -81.06948913877764)"
482,Stephens College,150,Columbia,Missouri,www.stephens.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,47,Considered,Considered,Required,644,414,64.29,76,18.36,480,540,470,580,20,24,21,22,18,21,23175,210,23175,210,23385,23385,"1200 E Broadway, Columbia, Missouri 65215",9331,"(38.951355, -92.323455)"
747,Xavier University of Louisiana,150,New Orleans,Louisiana,www.xula.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,30,36,Required,Required,Required,9517,7673,80.62,712,9.28,510,570,490,580,20,25,20,27,18,25,23065,2757,23065,2757,25822,25822,"1 Drexel Drive, New Orleans, Louisiana 70125-1098",3454,"(29.9638897, -90.10922358519306)"
277,Lincoln Memorial University,150,Harrogate,Tennessee,www.lmunet.edu/,Four or more years,TRUE,TRUE,Town,TRUE,0,50,55,Not Required,Required,Required,1630,1117,68.53,234,20.95,500,610,500,610,19,25,18,25,17,24,23040,450,23040,450,23490,23490,"6965 Cumberland Gap Pkwy, Harrogate, Tennessee 37752-9900",34057,"(36.5718381, -83.66162404836976)"
